CE Secret Sale (hkevent),,,,,,,,,,,Via buy page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,Test Case,,,,,,,,,,30,Price,,Step >>,Step >>,Verify / AC >>,Step >>,,Verify / AC >>,,,,,,,,Step >>,,Special D11 >>,Step >>,Verify / AC >>,Verify / AC >>,Mass premiums,,,,,,,EPP only,EPP only,EPP only,,Total,Verify / AC >>,,Cart Page Result >>,,,Step >>,Step >>,Step >>,Step >>,Step >>,Verify / AC >>,Verify / AC >>,Checkout Page Result >> END OF TEST,,,,,,,,Automated Tests by UI Visions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated Test Result,Test duration (s),,Auto Cart,Auto Checkout,
SECRET,S-WM-19,,,,,"WW70AG5S21CESH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,N,WW70AG5S21CESH,,,"5,290","2,915",cptqaer+3@gmail.com,!Cheil2024,"2,915",No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-20,,,,,"WW70AG5S21CXSH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,EOL,WW70AG5S21CXSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-21,,,,,"WW80AG6L28BXSH Slim AI Ecobubble™ AI Control Front Load Washing Machine 8kg, 1200 rpm",,EOL,WW80AG6L28BXSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-22,,,,,"WW80AGAS21AESH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,EOL,WW80AGAS21AESH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-23,,,,,"WW80AGAS21AXSH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,EOL,WW80AGAS21AXSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-01,,,,,Samsung Jet 75 Battery VCA-SBT90,,EOL,VCA-SBT90,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-02,,,,,VS20B95993BSH Bespoke Jet Plus 210W  Midnight Blue,,EOL,VS20B95993B/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-03,,,,,VS20B958F3NSP Bespoke Jet Plus 210W Woody Green,,EOL,VS20B958F3N/SP,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-VC-04,,,,,VS20B95843WSH Bespoke Jet Plus 210W Misty White,,N,VS20B95843W/SH,,,"6,990","4,919",cptqaer+3@gmail.com,!Cheil2024,"4,919",No,0,0,,,,,,,,,,5%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-05,,,,,VS20C852FTBSHJet85 Stick VC Midnight Blue,,EOL,VS20C852FTB/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-06,,,,,VS20C852CTNSH Jet85 Stick VC Woody Green1,,EOL,VS20C852CTN/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-VC-07,,,,,Bespoke Jet™ AI premium extra 280 W Exceptionally Powerful Cleaning Performance Satin Black,,EOL,VS28C979FQK/SP,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-01,,,,,"32"" The Frame Modern Brown Bezel (2023)",,EOL,VG-SCFC32BWBXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-02,,,,,"32"" The Frame Modern Teak Bezel (2023)",,EOL,VG-SCFC32TKBXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-03,,,,,"32"" The Frame Modern White Bezel (2023)",,EOL,VG-SCFC32WTBXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-04,,,,,"32"" The Frame Beveled Sand Gold Bezel (2023)",,EOL,VG-SCFC32SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-05,,,,,"43"" The Frame Modern Brown Bezel",,EOL,VG-SCFA43BWBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-06,,,,,"43"" The Frame Modern Teak Bezel",,EOL,VG-SCFA43TKBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-07,,,,,"43"" The Frame Modern White Bezel",,EOL,VG-SCFA43WTBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-08,,,,,"43"" The Frame Beveled Sand Gold Bezel",,EOL,VG-SCFC43SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-09,,,,,"50"" The Frame Modern Beige Wood Bezel",,EOL,VG-SCFA50BEBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-10,,,,,"50"" The Frame Modern Brown Bezel",,EOL,VG-SCFA50BWBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-11,,,,,"50"" The Frame Modern Teak Bezel",,EOL,VG-SCFA50TKBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-12,,,,,"50"" The Frame Modern White Bezel",,EOL,VG-SCFA50WTBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-13,,,,,"50"" The Frame Beveled Sand Gold Bezel",,EOL,VG-SCFC50SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-14,,,,,"55"" The Frame Modern Beige Wood Bezel",,EOL,VG-SCFA55BEBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-15,,,,,"55"" The Frame Modern Brown Bezel",,EOL,VG-SCFA55BWBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-16,,,,,"55"" The Frame Modern Teak Bezel",,EOL,VG-SCFA55TKBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-17,,,,,"55"" The Frame Beveled Brick Red Bezel",,EOL,VG-SCFA55TRCRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-18,,,,,"55"" The Frame Modern White Bezel",,EOL,VG-SCFA55WTBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-19,,,,,"55"" The Frame Beveled White Bezel",,EOL,VG-SCFA55WTCRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-20,,,,,"55"" The Frame Beveled Sand Gold Bezel",,EOL,VG-SCFC55SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-21,,,,,"65"" The Frame Modern Brown Bezel",,EOL,VG-SCFA65BWBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-22,,,,,"65"" The Frame Modern Teak Bezel",,EOL,VG-SCFA65TKBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-23,,,,,"65"" The Frame Beveled Brick Red Bezel",,EOL,VG-SCFA65TRCRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-24,,,,,"65"" The Frame Modern White Bezel",,EOL,VG-SCFA65WTBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-25,,,,,"65"" The Frame Beveled White Bezel",,EOL,VG-SCFA65WTCRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-26,,,,,"65""The Frame Beveled Sand Gold Bezel",,EOL,VG-SCFC65SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-27,,,,,"75"" The Frame Modern Beige Wood Bezel",,EOL,VG-SCFA75BEBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-28,,,,,"75"" The Frame Modern Brown Bezel",,EOL,VG-SCFA75BWBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-29,,,,,"75"" The Frame Modern Teak Bezel",,EOL,VG-SCFA75TKBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-30,,,,,"75"" The Frame Modern White Bezel",,EOL,VG-SCFA75WTBRU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-31,,,,,"75"" The Frame Beveled Sand Gold Bezel",,EOL,VG-SCFC75SGMXY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-32,,,,,The Sero Wheel VG-SCST43V,,EOL,VG-SCST43V/ZK,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-33,,,,,,,EOL,VG-SOCA05/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-34,,,,,One Invisible Connection Optical Cable (15 meters) VG-SOCR15/ZA,,EOL,VG-SOCR15/ZA,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-35,,,,,Auto Rotating Studio Stand (VG-ARAB22STD),,EOL,VG-ARAB22STDZK,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-36,,,,,Auto Rotating Studio Stand (VG-ARAB43STD),,EOL,VG-ARAB43STDZK,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-37,,,,,The Freestyle Battery Base,,EOL,VG-FBB3BA/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-38,,,,,The Freestyle Waterproof Case,,EOL,VG-SCLA00G/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-39,,,,,The Freestyle Forest Green Skin and Cradle VG-SCLB00NS,,EOL,VG-SCLB00NS/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-40,,,,,The Freestyle Blossom Pink Skin and Cradle VG-SCLB00PS,,EOL,VG-SCLB00PS/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-41,,,,,The Freestyle Coyote Beige Skin and Cradle VG-SCLB00YS,,EOL,VG-SCLB00YS/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CTA-42,,,,,The Freestyle Stand,,EOL,VG-FSD3BW/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-01,,,,,Full Motion Slim Fit Wall Mount (WMN-B30FB),,EOL,WMN-B30FB/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-02,,,,,Slim Fit Wall Mount (WMN-B50EB),,EOL,WMN-B50EB/RU,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-03,,,,,Full Motion Slim Fit Wall Mount WMN-B05FB (2023),,EOL,WMN-B05FB/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-04,,,,,Full Motion Slim Wall Mount WMN-B16FB (2023),,EOL,WMN-B16FB/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-05,,,,,Slim Fit Wall Mount WMN-B50EB (2023),,EOL,WMN-B50EB/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-AY-CWM-06,,,,,TV Wall mount (WMN8000SX),,EOL,WMN8000SX/XY,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
